recording_id,segment_id,split,signer_id,text_format,segment_text,gold_gloss_sequence,vietnamese_translation,fingerspelled_items_FS,classifier_or_NM_notes,annotator_id,double_annotated,iaa_reviewed,annotation_status,notes
VSL_SEG_000456,r3_suckhoe_008,train,SIGNER_06,continuous,"Tôi biết ơn bác sĩ bệnh viện Bạch Mai nhiều. Hãy rửa tay sạch để diệt khuẩn. Hãy bôi thuốc nam lên vùng râu quai nón. Nhớ xoa nhẹ để thuốc thấm sâu. Bác sĩ đang hướng dẫn cách dùng ròng rọc tập vật lý trị liệu. Bệnh nhân đang kéo dây chậm rãi. Hãy ráp đáy thiết bị tập cho chặt. Tiếp theo, hãy ráp đường sườn hông thật khớp. Sau đó, hãy ráp đường ống giữa lại. Đừng làm mạnh kẻo hỏng máy. Hãy kiểm tra ốc vít kỹ nhé. Tôi xin lỗi vì làm phiền bệnh viện Chợ Rẫy. Hãy giữ sức khỏe thật tốt nhé.",,,,,,no,no,pending,
VSL_SEG_000457,r3_suckhoe_009,train,SIGNER_02,continuous,"Đầu tiên, hãy đánh răng sạch như cách bác sĩ bệnh viện Bạch Mai hướng dẫn. Đừng để răng hô, hãy chải nhẹ nhàng. Nếu răng đau, thì hãy đến bệnh viện Chợ Rẫy khám ngay. Hãy súc miệng bằng nước muối, cảm thấy dễ chịu hơn. Nhớ uống thuốc đúng giờ, đừng quên. Nếu sốt cao, thì hãy chườm mát trán. Hãy uống nước lọc nhiều nhất để giải nhiệt. Hãy tránh ăn đồ ngọt, tránh sâu răng. Tiếng mưa rơi rả rích, hãy nghỉ ngơi yên tĩnh. Đừng ra ngoài rạp chiếu bóng lúc ốm, dễ lạnh. Hãy bỏ rơm rạ bẩn, tránh vi khuẩn. Đừng sợ lời răn đe của bác sĩ, hãy tuân thủ. Hãy tập thể dục nhẹ, sức khỏe tốt hơn. Biết ơn bác sĩ đã chữa bệnh.",,,,,,no,no,pending,
VSL_SEG_000458,r3_suckhoe_010,train,SIGNER_06,dialog_turns,"Thầy giận quá, Thịnh ngủ gật suốt!|Thịnh sợ, xin lỗi thầy.|Hôm qua Thịnh đi bệnh viện Bạch Mai khám bệnh.|Thịnh uống thuốc nam nhưng vẫn mệt.|Thầy bực, Thịnh lười học quá.|Thịnh thấy rễ cọc cây to, nhìn rập rờn.|Thầy quát, đừng mơ mộng, tập trung nhìn thầy!|Thịnh bất ngờ, thầy đập bàn rầm rầm.|Thịnh sợ, kể chuyện thấy rắn mối bò.|Thầy chán, rắn mối vô hại nhưng rắn cạp nong cực độc.|Thịnh lo, ngày mai Thịnh khám lại bệnh viện Nhi Đồng 1.|Thầy bớt giận, Thịnh mau chóng khỏe.|Thịnh biết ơn thầy.|Thịnh hứa chăm học, tuy mệt nhưng quyết tâm.",,,,,,no,no,pending,
VSL_SEG_000459,r3_suckhoe_011,train,SIGNER_01,dialog_turns,"Sang, sao mặt Sang lo lắng thế?|Sang sợ bị bệnh nặng.|Sang thấy đau chỗ nào?|Bụng Sang đau, vùng rốn nhói mạnh.|Sang đang bị sốt cao đúng không?|Vâng, Sang run rẩy vì sợ.|Sang được khám tại bệnh viện Bạch Mai chưa?|Sang chưa đi, Sang lo chi phí.|Đừng sợ, Sang hãy đến trạm y tế phường.|Sang sợ rụng răng vì thiếu chất.|Chuyện đó không liên quan, tập trung bệnh bụng đi.|Sang đang nhớ rừng thông xanh mát.|Sang nói chuyện lạc đề, tập trung nào.|Sang sợ không thể rửa chén giúp mẹ.|Sang đừng lo, mau trị bệnh trước.|Sang sợ bị rối nước khi đi bơi.",,,,,,no,no,pending,
VSL_SEG_000460,r3_suckhoe_012,train,SIGNER_03,dialog_turns,"Vương, em thấy sức khỏe hôm nay thế nào?|Em ngạc nhiên vì thấy khỏe hơn hôm qua.|Vì em uống thuốc nam nên mau hết bệnh.|Thuốc nam tốt nhất trong các loại thuốc.|Đúng, Vương giỏi quá.|Thầy nhìn xem, vết sẹo này dài như rựa.|Bất ngờ thật, vết thương sâu vậy sao?|Vì bị ngã nên em phải scan xương.|Bệnh viện Bạch Mai scan chính xác nhất.|Em định kể chuyện đi Sapa, Sa vạt.|Đang học sức khỏe, đừng nói chuyện sa pát.|Em xin lỗi, em thèm ăn sapoche quá.|Ăn quả sapoche nhiều đường, không tốt.|Em hiểu, em sẽ nghe lời thầy.|Tốt, giờ tập trung học tiếp.",,,,,,no,no,pending,
VSL_SEG_000461,r4_suckhoe_002,train,SIGNER_02,dialog_turns,"Chào bác sĩ, Minh lo lắng về bệnh da liễu.|Minh bị ngứa như con rệp cắn, rất khó chịu.|Vì vết thương sưng đỏ nên Minh sợ nhiễm trùng.|Minh từng uống thuốc nam, nhưng bệnh nặng hơn.|Bệnh viện Bạch Mai điều trị tốt nhất hiện nay.|Nguyệt thấy Minh lo, Nguyệt khuyên khám sớm.|Minh bất ngờ vì bác sĩ nói bệnh dễ chữa.|Vì điều trị đúng nên Minh mừng rỡ.|Da Minh giờ sạch, nhẵn như con sò.|Nhắc đến vệ sinh, con ruồi bay quanh rác rất bẩn.|Con quạ hay ăn rác, dễ mang vi khuẩn.|Con sói trong rừng cũng sợ bệnh truyền nhiễm.|Bệnh viện Bạch Mai giúp Minh khỏe mạnh lại.|Minh biết ơn bác sĩ nhiều.",,,,,,no,no,pending,
VSL_SEG_000462,r4_suckhoe_003,train,SIGNER_03,continuous,"Hôm qua, Long bực bội vì đau bụng dữ dội. Thoa mắng Long lười uống thuốc nam. Long giận dữ, quát Thoa im lặng. Long dùng con trỏ chuột tìm bác sĩ trên máy tính. Long muốn đến bệnh viện Bạch Mai để khám bệnh. Đường tắc, Long phát điên vì chờ đợi. Nhân viên bệnh viện Bạch Mai làm việc chậm, Long chán nản. Long nhìn con thằn lằn trên tường, thấy ghét. Long tưởng tượng bệnh như con trăn quấn chặt bụng. Long sợ hãi, mặt tái nhợt. Long nhìn con trỏ trên tờ giấy, run rẩy. Thoa dỗ Long như dỗ con thỏ nhát gan. Long uống thuốc để hết đau. Sau khi uống, Long bớt giận. Thoa cười, Long ngạc nhiên. Long biết ơn Thoa.",,,,,,no,no,pending,
VSL_SEG_000463,r4_suckhoe_005,train,SIGNER_02,continuous,"Phúc thấy mệt, mặt xanh xao. Vì ốm nặng nên Phúc đến bệnh viện Bạch Mai. Bác sĩ khám, Phúc ngạc nhiên vì bệnh lạ. Phụng lo lắng, Phụng nắm tay Phúc. Phúc nhớ hồi nhỏ, bắt con vịt, con vịt trời. Phúc đuổi con vịt xiêm, vui vẻ. Nhưng giờ Phúc nằm viện, buồn quá. Phúc nhìn ra cửa, thấy con đom đóm bay. Phúc nhớ ngày xưa, bị con đỉa cắn chân. Tuy sợ nhưng Phúc vẫn cười. Vì uống thuốc đúng nên Phúc mau khỏe. Phụng mừng rỡ, Phụng mua trái cây. Phúc ngạc nhiên thấy thuốc nam hiệu quả. Phúc chuyển sang bệnh viện Chợ Rẫy khám lại. Bác sĩ khen Phúc khỏe, Phụng bất ngờ. Phúc, Phụng cùng về nhà, hạnh phúc.",,,,,,no,no,pending,
VSL_SEG_000464,r4_suckhoe_006,train,SIGNER_06,continuous,"Hoàng ghét mùi bệnh viện Bạch Mai. Khắp nơi nồng nặc mùi thuốc, thật kinh khủng. Hoàng đang chờ khám, lòng bực bội. Lệ đứng cạnh, mặt nhăn nhó vì mệt. Lệ uống thuốc nam để trị ho. Thuốc nam đắng ngắt, Lệ chán ghét. Hoàng nhớ hồi dịch covid19, thật ám ảnh. Hai người đứng nhìn cung văn hóa, lòng buồn rầu. Lệ cầm cuống hoa, vứt xuống đất. Lệ bẻ cuống lá, vẻ mặt ngán ngẩm. Lệ nhắc thuốc từ Cu Ba rất tốt. Hoàng đang nhìn đồng hồ, giận vì chờ lâu. Lệ muốn về trạm y tế phường để khám lại. Bệnh viện Chợ Rẫy cũng đông, thật mệt mỏi. Hoàng thở dài, chán nản vô cùng.",,,,,,no,no,pending,
VSL_SEG_000465,r2_thiennhien_002,train,SIGNER_05,dialog_turns,"Xin chào chị, chị nghiên cứu gì ở rừng Cúc Phương?|Hoàng theo dõi cây và động vật trong rừng.|Rừng Cúc Phương có gì đặc biệt?|Rừng có cây chò ngàn năm, thân rất to.|Chị làm việc vào mùa nào?|Mùa khô, vì đường vào rừng dễ đi hơn mùa mưa.|Sau khi thu số liệu, chị làm gì?|Hoàng viết báo cáo và gửi cho vườn quốc gia.",,,,,,no,no,pending,
VSL_SEG_000466,r2_thiennhien_003,train,SIGNER_01,dialog_turns,"Hiếu ơi, hôm qua mình đi động Phong Nha về.|Thật à? Bên trong thế nào?|Mình rất bất ngờ, hang rộng như một cái nhà lớn.|Rộng như cái nhà á? Cậu nói lại xem?|Đúng vậy, thuyền đi vào tận bên trong.|Ngạc nhiên thật, thế nước trong hang màu gì?|Nước xanh ngọc, đá rủ xuống lấp lánh.|Ôi, mình không ngờ luôn. Nếu cậu đi thì cậu cũng sẽ ngạc nhiên như mình. Vậy tháng sau mình đi liền.",,,,,,no,no,pending,
VSL_SEG_000467,r2_thiennhien_004,train,SIGNER_01,dialog_turns,"Hoa ơi, rừng U Minh bị cháy một góc rồi.|Cháy thật à? Mình buồn quá.|Ừ, cây tràm cháy đen, chim bay đi hết.|Tiếc quá, năm ngoái mình vừa tới đó. Mình cũng tiếc, nơi đó nhiều ong mật lắm.|Bây giờ người ta đang làm gì?|Kiểm lâm đang trồng lại cây con.|Nếu cây lớn thì chim có quay về không?|Có, nhưng phải chờ nhiều năm.|Buồn thật, mình mong rừng xanh trở lại.",,,,,,no,no,pending,
VSL_SEG_000468,r2_thiennhien_005,train,SIGNER_07,continuous,"Năm ngoái, gia đình Dũng đi thác Bản Giốc. Xe chạy từ sáng sớm, đường núi quanh co. Đến nơi, Dũng nghe tiếng nước ầm ầm. Thác Bản Giốc, nước đổ trắng xoá. Dũng yêu thích cảnh này ngay lập tức. Bố Dũng thuê một chiếc bè tre. Bè trôi gần chân thác, hơi nước mát lạnh. Mẹ Dũng chụp ảnh, em Dũng vẫy tay. Buổi trưa, cả nhà ăn cơm bên bờ sông. Cơm có cá suối nướng, thơm hơn cá chợ. Buổi chiều, Dũng ngắm ruộng lúa vàng dưới chân núi. Dũng thích thác Bản Giốc nhất trong chuyến đi. Trước khi về, Dũng hứa sẽ quay lại. Dũng mê cảnh núi rừng ấy đến bây giờ.",,,,,,no,no,pending,
VSL_SEG_000469,r2_thiennhien_006,train,SIGNER_07,continuous,"Mùa hè năm ngoái, Trúc leo núi Phan Xi Păng. Lúc đầu, trời nắng đẹp, đường khô ráo. Đi được nửa đường, sương mù kéo xuống dày. Trúc bắt đầu lo, vì không nhìn thấy lối đi. Gió thổi mạnh, cây rừng nghiêng ngả. Trúc sợ trượt chân xuống vực. Tay Trúc đang run, tim đập nhanh. Anh dẫn đường bảo mọi người đi chậm lại. Chúng tôi bám dây, bước từng bước nhỏ. Nếu ai buông tay thì rất nguy hiểm. Sau hai giờ, sương tan dần. Đỉnh núi hiện ra, mọi người thở phào. Trúc vẫn còn sợ khi nhớ lại đoạn dốc ấy. Nhưng Trúc cũng tự hào vì đã lên tới đỉnh.",,,,,,no,no,pending,
VSL_SEG_000470,r2_thiennhien_007,train,SIGNER_05,continuous,"Hôm nay, chúng ta trồng cây để cảm ơn rừng Cúc Phương. Trước khi trồng, hãy đào hố sâu bằng gang tay. Hãy đặt cây con thẳng vào giữa hố. Nhớ lấp đất nhẹ nhàng quanh gốc nhé. Đừng nén đất quá chặt. Hãy tưới nước từ từ quanh gốc cây. Nếu trời nắng to thì hãy che lá chuối cho cây. Chúng ta xin lỗi cây rừng vì con người chặt phá. Hãy nói lời cảm ơn thiên nhiên mỗi ngày.",,,,,,no,no,pending,
VSL_SEG_000471,r2_thiennhien_008,train,SIGNER_03,continuous,"Sông Mê Kông đang bị rác làm bẩn, tôi rất bực. Hãy cùng nhau dọn rác bờ sông theo các bước sau. Đầu tiên, hãy đeo găng tay dày. Hãy nhặt chai nhựa bỏ vào bao lớn. Đừng gom rác rồi đốt ngay bờ sông. Nếu thấy ai vứt rác xuống sông thì hãy nhắc ngay. Hãy nói thẳng rằng mình rất giận khi sông bị bẩn. Nhớ phân loại rác trước khi mang về. Hãy rủ thêm bạn bè, đông người dọn nhanh hơn.",,,,,,no,no,pending,
VSL_SEG_000472,r2_thiennhien_009,train,SIGNER_06,continuous,"Nhiều người ghét vắt cắn khi đi rừng U Minh. Hãy làm theo cách sau để tránh vắt. Hãy mặc quần dài, bó ống chân lại. Nhớ xoa thuốc chống côn trùng lên giày nhé. Đừng ngồi lâu trên lá mục ẩm ướt. Nếu vắt bám vào chân thì đừng giật mạnh. Hãy dùng muối chấm nhẹ, vắt sẽ rơi ra. Vắt cắn không đau nhưng rất khó chịu. Ai cũng chán cảnh gãi ngứa suốt đường về.",,,,,,no,no,pending,
VSL_SEG_000473,r2_thiennhien_010,train,SIGNER_07,dialog_turns,"Hôm nay lớp mình học về lũ trên sông Hồng.|Thưa thầy, em hơi sợ khi nghe chuyện lũ.|Đừng lo, học để biết cách an toàn.|Thưa thầy, mùa lũ nước sông dâng cao thế nào ạ?|Nước dâng nhanh, chảy xiết hơn ngày thường.|Nếu nước tràn bờ thì mình phải làm gì ạ?|Hãy lên chỗ cao, đừng lội xuống nước.|Em lo cho nhà bà em ở gần sông.|Em ngoan, biết lo cho bà là tốt.|Em sẽ nhắc bà chuẩn bị trước mùa lũ.|Rất giỏi, cả lớp khen bạn nào.",,,,,,no,no,pending,
VSL_SEG_000474,r2_thiennhien_011,train,SIGNER_04,dialog_turns,"Cả lớp nhìn tranh, đây là động Phong Nha.|Ôi, em ngạc nhiên quá, hang to như núi ạ?|Đúng, hang rất to, thuyền đi vào được.|Thưa thầy, đá trong hang có màu gì ạ?|Đá có màu vàng, trắng, lấp lánh như đèn.|Bất ngờ thật, em tưởng hang chỉ tối đen.|Câu hỏi tốt lắm, thầy khen em.|Thưa thầy, nếu mưa to thì thuyền còn vào được không ạ?|Nếu nước dâng cao thì thuyền phải dừng.|Hôm nào lớp mình đi xem tận nơi thầy nhé.|Được, nhưng cả lớp nhớ giữ trật tự khi đi.",,,,,,no,no,pending,
VSL_SEG_000475,r2_thiennhien_012,train,SIGNER_08,dialog_turns,"Hôm nay lớp học về bảo vệ đồng bằng sông Cửu Long.|Thưa thầy, em thấy người ta hút cát trên sông.|Em nói đúng, hút cát nhiều làm bờ sông sạt lở.|Em rất bực khi thấy bờ sông bị mất.|Thầy cũng giận, nhà dân đang ở gần bờ rất nguy hiểm.|Thưa thầy, mình phải làm gì ạ?|Hãy báo cho người lớn và ủy ban xã.|Nếu mọi người cùng lên tiếng thì sông sẽ được bảo vệ.|Em sẽ kể cho bố mẹ nghe ngay tối nay.|Tốt lắm, thầy khen cả lớp hôm nay học chăm.",,,,,,no,no,pending,
VSL_SEG_000476,r3_thiennhien_001,train,SIGNER_02,dialog_turns,"Rừng U Minh, hiện giờ bị tàn phá nặng nề, ông thấy sao?|Trâm bực bội, cây bị chặt hết, thú rừng mất chỗ sinh sản.|Nếu rừng cháy, thiên nhiên thiệt hại nặng hơn Singapore.|Đúng, Trâm giận vì người ta chặt cây so le, nhìn rất xấu.|Sông Mê Kông, nước ô nhiễm như nước cống, thật đáng sợ.|Trâm lo lắng, cá chết nhiều nhất vùng đồng bằng sông Cửu Long.|Nếu nước bẩn, tôm cá sinh thường hay sinh đôi đều chết hết.|Thật kinh khủng, Trâm chán ghét những kẻ phá hoại này.|Ông thấy tình trạng này tệ đến mức nào?|Tệ nhất từ trước đến nay, Trâm cực kỳ phẫn nộ.|Ai chịu trách nhiệm cho sự hủy hoại này?|Kẻ tham lam, Trâm ghét họ vô cùng.",,,,,,no,no,pending,
VSL_SEG_000477,r3_thiennhien_003,train,SIGNER_07,dialog_turns,"Công xem ảnh thác Bản Giốc chưa?|Wow, nước đổ trắng xoá, bất ngờ quá!|Công đang đứng đâu chụp vậy?|Công đứng trên sân phơi lúa gần đó.|Cảnh đẹp thế này, nhìn như sân golf vậy.|Hình ảnh được chụp rõ nét thật.|Nhưng nhìn kìa, cây cối bị sâu ăn hết.|Nhìn héo hon, giống trẻ em suy dinh dưỡng.|Công ngạc nhiên, rừng U Minh cũng vậy sao?|Suốt chỉ nhìn thấy màu xanh, giờ lại hỏng.|Phải sàng lọc ảnh kỹ hơn mới thấy.|Thắm đang xem ảnh, thấy tiếc quá.|Thiên nhiên thay đổi nhanh, thật đáng sợ.|Thắm muốn đi xem tận mắt ngay.",,,,,,no,no,pending,
VSL_SEG_000478,r3_thiennhien_005,train,SIGNER_03,continuous,"Ngày xưa, rừng U Minh xanh mướt. Cây cổ thụ cao, chim hót vang. Năm ngoái, lửa cháy rừng lớn. Khói đen che trời, cây chết hết. Nhìn rừng cháy, lòng buồn rầu. Tiếc nuối rừng xanh biến mất. Động Phong Nha, nước trong vắt. Nay rác nhiều, nước bẩn thỉu. Hiền buồn, muốn khóc vì thiên nhiên hỏng. Hiền nhặt rác để cứu môi trường. Mọi người cùng làm để rừng xanh lại. Hiền sờ mó những cành cây khô. Nhìn cành cây gầy như sợi len. Hiền nhớ bữa cơm ăn cùng sắn. Bệnh sọ, đau đầu vì khói bụi. Trời lạnh, Hiền bị sổ mũi. Thiên nhiên đau, lòng Hiền đau. Hy vọng ngày mai rừng xanh trở lại.",,,,,,no,no,pending,
VSL_SEG_000479,r3_thiennhien_006,train,SIGNER_03,continuous,"Hôm nay, Trinh rất vui mừng. Trinh cùng Trung ghé thăm thác Bản Giốc. Nước đổ trắng xoá, tiếng vang lớn. Cảnh đẹp khiến Trinh ngạc nhiên. Núi Phan Xi Păng cao vút, mây bao quanh. Trinh được tặng tấm ảnh chụp đỉnh núi. Nếu trời nắng thì mây bay nhanh. Nếu gió thổi thì lá rung rinh. Trinh bị gió thổi bay chiếc mũ. Trinh buồn, nhưng nhanh chóng phấn khởi lại. Nhìn tảng đá, hình dạng giống tam giác đều. Trinh chợt nhớ bài học sinh học. Sự thụ tinh tạo ra mầm sống. Sự rụng trứng diễn ra hàng tháng. Thai nhi phát triển qua ba tam cá nguyệt. Xương sụn chuyển thành xương cứng. Trinh biết ơn thiên nhiên kỳ diệu. Trinh yêu Việt Nam rất nhiều.",,,,,,no,no,pending,
VSL_SEG_000480,r3_thiennhien_007,train,SIGNER_07,continuous,Hãy cùng khám phá rừng U Minh thật tuyệt vời. Vì yêu rừng nên hãy chuẩn bị đồ dùng kỹ. Đừng mặc tay manchette vì dễ vướng cây. Hãy dùng tay quay máy ảnh chụp thật nhiều. Đừng để quần áo te tua vì gai rừng nhiều. Tuy mệt nhưng nhìn cây xanh rất sướng. Hãy đi chậm vì sợ teo chân khi leo dốc. Nhưng nhớ nhìn kỹ những loài chim quý. Vì yêu thiên nhiên nên hãy bảo vệ rừng. Hãy ghé thăm thác Bản Giốc sau chuyến đi. Tan trường hãy kể mọi người nghe về rừng. Hãy giữ rừng xanh mãi nhé.,,,,,,no,no,pending,
VSL_SEG_000481,r3_thiennhien_008,train,SIGNER_06,continuous,"Hãy cùng bảo vệ rừng U Minh để thiên nhiên xanh tươi. Đừng tham lam chặt cây lấy gỗ quý. Nhớ nhặt rác đang nằm trên mặt đất. Hãy trồng thêm cây xanh để rừng phát triển. Sông Mê Kông đang chảy, hãy giữ nước sạch sẽ. Thoa biết ơn thiên nhiên ban tặng sự sống. Thoa thấy áy náy vì từng làm hỏng môi trường. Hãy nhắc nhau tránh xa những chuyện đau lòng. Ví dụ như thai ngoài ý muốn hay thai chết lưu. Đừng để thai nhi mất đi vì thiếu quan tâm. Đừng để nỗi buồn làm teo tay sức lao động. Hãy cùng nhau chăm sóc trái đất mỗi ngày.",,,,,,no,no,pending,
VSL_SEG_000482,r3_thiennhien_009,train,SIGNER_06,continuous,Hãy chọn vị trí cắm trại gần rừng U Minh. Đừng đốt than đá vì gây ô nhiễm. Hãy dùng than củi để nấu ăn. Nếu dùng than củi thì lửa cháy đều hơn. Hãy chuẩn bị trái thanh long đỏ tươi. Thanh long ngọt nhất trong các loại quả. Nhớ rửa sạch quả như rửa rau. Nếu mưa to thì hãy chạy vào động Phong Nha. Hãy dọn rác sạch như lúc mới đến. Hãy cảm thấy biết ơn thiên nhiên xanh. Đừng thao thức vì lo lắng tiếng thú rừng. Hãy đem quà từ Thanh Hóa tặng bạn bè. Mọi người cùng vui mừng bảo vệ rừng.,,,,,,no,no,pending,
VSL_SEG_000483,r3_thiennhien_010,train,SIGNER_04,dialog_turns,"Thầy giận quá, Nhân đóng then cửa lại.|Nhân sợ, Nhân nhìn thầy.|Hôm qua, Nhân quên thiết bị lưu trữ dữ liệu.|Thầy bực, Nhân dùng thiết bị nhập sai.|Thiết bị xuất hỏng, thầy rất khó chịu.|Nhân lo, Nhân mượn thiết bị hỗ trợ.|Nhân, nói về sông Mê Kông mau.|Sông Mê Kông dài, nhưng nước đục.|Thầy ngạc nhiên, Nhân biết ít quá.|Núi Phan Xi Păng cao, tuy vậy Nhân chưa leo.|Ngày mai, Nhân phải đọc lại sách.|Thầy chán, Nhân lười học quá.|Nhân hối hận, Nhân xin lỗi thầy.|Thầy bớt giận, Nhân giỏi rồi.",,,,,,no,no,pending,
VSL_SEG_000484,r3_thiennhien_011,train,SIGNER_05,dialog_turns,"Rừng U Minh đang bị cháy lớn, em sợ không?|Em rất sợ, lửa cháy đỏ rực, đáng lo quá.|Cây cối bị thiêu rụi, thiên nhiên bị tàn phá.|Động vật thoát hiểm kịp không thầy?|Nhiều con vật được cứu, nhưng nhiều con chết.|Em lo lắng cho những loài thú quý.|Đúng, rừng thu nhỏ lại, môi trường xấu đi.|Em đau lưng, hình như bị thoái hóa cột sống.|Em ngồi sai tư thế nên bị thoái vị đĩa đệm.|Em uống thuốc tây giảm đau được không?|Không, em cần gặp bác sĩ khám ngay.|Em sợ bệnh nặng, em lo quá.|Bình tĩnh, tập thể dục sẽ tốt hơn.|Sông Mê Kông đang cạn nước, em cũng lo.|Giỏi, em quan tâm môi trường, thầy khen.",,,,,,no,no,pending,
VSL_SEG_000485,r3_thiennhien_012,train,SIGNER_08,dialog_turns,"Các em thuộc lòng tên thác nước Việt Nam chưa?|Em biết thác Prenn, nước đổ mạnh quá, thật bất ngờ.|Thác Bản Giốc đẹp hơn thác Prenn đúng không?|Vâng, thác Bản Giốc đẹp nhất, em ngạc nhiên quá.|Vì sông Mê Kông dài nên nhiều thuỷ điện xây trên đó.|Vì thuỷ điện nhiều nên cá chết, em thấy tiếc.|Hằng giỏi quá, thầy khen Hằng.|Sông Mê Kông rộng như biển, thuỷ thủ nhìn thấy sợ.|Thuỷ thủ lái tàu giỏi nên không sợ.|Thầy ơi, rừng U Minh có nhiều thú lạ không?|Có, nhưng Hưng nói chuyện riêng, thầy bực.|Em xin lỗi thầy, em hứa im lặng.|Bài học kết thúc, ai sắp thành hôn thì về chuẩn bị.|Thầy đùa vui quá, em ngạc nhiên ghê.",,,,,,no,no,pending,
VSL_SEG_000486,r4_thiennhien_001,train,SIGNER_06,dialog_turns,"Khoa, sông Mê Kông giờ sao?|Bích buồn, nước đang cạn khô.|Rác trôi cuồn cuộn, nhìn tiếc quá.|Rừng U Minh bị chặt phá nhiều.|Bích lo, cây xanh mất hết.|Cà Mau, đất sạt lở dần.|Đất bị cuốn trôi, Bích xót xa.|Khoa thấy gì trong túi?|Cuộn giấy vệ sinh, cuộn chỉ, rồi cài nút áo.|Đồ vật nhỏ, thiên nhiên lớn bị mất.|Bích đang khóc, rừng chết thật buồn.|Vẻ đẹp được lưu giữ trong ảnh thôi.|Khoa tiếc, thiên nhiên hỏng hết rồi.",,,,,,no,no,pending,
VSL_SEG_000487,r4_thiennhien_004,train,SIGNER_01,continuous,"Thảo đứng bên sông Mê Kông. Nước sông đỏ ngầu, chảy xiết. Thảo nhìn thấy cá đuối bơi xa. Trung kéo cái bè vào bờ. Trung bắt được cá trạch nhỏ. Trung cười mừng rỡ. Nhưng Trung vô tình làm gãy cành cây cổ thụ. Thảo thấy tiếc, buồn bã. Nếu Trung cẩn thận thì cây không gãy. Thảo lo lắng cho rừng U Minh. Rừng bị phá hoại, Thảo rất đau lòng. Thảo xin lỗi rừng già, lòng biết ơn sâu sắc. Trung hối hận, sợ bị cách chức quản lý rừng. Trung vứt cái bô cũ xuống hố rác. Nếu Trung bảo vệ cây thì rừng mãi xanh. Thảo cảm ơn thiên nhiên bao dung.",,,,,,no,no,pending,
VSL_SEG_000488,r4_thiennhien_005,train,SIGNER_02,continuous,"Nhân thăm núi Phan Xi Păng. Đỉnh núi cao, mây trắng bao quanh. Nhân ngạc nhiên vì cảnh đẹp quá. Ngân mang cái gùi đựng đồ ăn. Ngân cầm cái cào dọn cỏ khô. Nhân dùng cái bừa làm đất trồng hoa. Nhân chạm cái cằm, suy nghĩ lâu. Hai người vác cái kiệu gỗ nặng. Vì đường dốc nên Nhân thấy mệt. Vì gió mạnh nên Ngân thấy sợ. Nhân muốn leo nhanh nhưng chân mỏi. Ngân mệt tuy nhiên vẫn cười vui. Nhân nhìn sông Mê Kông chảy dài. Nước sông đỏ ngầu, rộng mênh mông. Nhân biết ơn thiên nhiên hùng vĩ. Nhân và Ngân mừng rỡ khi về nhà.",,,,,,no,no,pending,
VSL_SEG_000489,r4_thiennhien_006,train,SIGNER_02,continuous,"Thành ghé thăm rừng U Minh. Rừng U Minh, rác vứt khắp nơi. Thành bực bội nhìn túi nilon. Thư đang nhặt rác để làm sạch rừng. Thư dùng cái nhíp gắp mảnh kính nhỏ. Thư dùng cái móc kéo cành cây gãy. Thành giận dữ quát kẻ xả rác. Kẻ đó dùng cái loa hét lớn. Thành thấy ghét tiếng ồn chói tai. Thành lấy cái lược chải tóc cho bớt nóng. Thư đang lo lắng vì rừng bị phá. Thư dùng cái neo giữ thuyền chặt hơn. Thư muốn bảo vệ rừng để cứu thú quý. Sông Mê Kông, nước đục ngầu rác thải. Thành tiếc nuối cảnh đẹp ngày xưa. Thành hận những kẻ phá hoại thiên nhiên. Thư và Thành cùng dọn rác sạch sẽ. Cả hai mệt nhưng thấy nhẹ lòng.",,,,,,no,no,pending,
VSL_SEG_000490,r4b_thiennhien_001,train,SIGNER_06,continuous,"Tuấn ghét rừng U Minh. Ngày xưa rừng xanh, nhưng giờ rác đầy. Ngọc nhìn rác, thấy chán ngán. Rừng U Minh, mùi hôi nồng nặc. Tuấn bực vì người xả rác bừa bãi. Trước khi đến, Tuấn tưởng rừng đẹp. Thực tế, cảnh tượng thật kinh khủng. Ngọc lo lắng cho cây cối. Ngọc muốn cứu rừng, nhưng rác quá nhiều. Chuyện lớn xảy ra, rừng bị tàn phá. Tuấn nhắc chuyện bệnh đông máu, rất nguy hiểm. Ngọc kể bệnh đái tháo đường, bệnh thủy đậu. Những bệnh này đáng sợ như rác bẩn. Con chó bẹc giê sủa ầm ĩ. Sau khi đi, Tuấn thấy mệt mỏi. Sông Mê Kông cũng ô nhiễm. Tuấn ghét sự phá hoại thiên nhiên. Ngọc buồn, thở dài ngán ngẩm.",,,,,,no,no,pending,
VSL_SEG_000491,d01655,train,SIGNER_06,dialog_turns,"Trần Thái Tông thích mùa nào nhất trong bốn mùa?|Trần Thái Tông thích mùa xuân nhất. Mùa xuân thời tiết ấm áp và dễ chịu.|Vì sao Trần Thái Tông thích mùa xuân?|Vì mùa xuân hoa đào nở đẹp, cây cối đâm chồi non. Trời ấm, không lạnh không nóng.|Mùa xuân Trần Thái Tông thường mặc gì?|Trần Thái Tông mặc áo khoác mỏng. Buổi sáng còn hơi lạnh nên cần áo ấm nhẹ.|Mùa xuân Trần Thái Tông hay làm gì?|Trần Thái Tông đi chơi, đi dạo ngắm hoa. Cả gia đình cùng đi tham quan lễ hội mùa xuân.",,,,,,no,no,pending,
