recording_id,segment_id,split,signer_id,domain,genre,emotion,length_bucket,text_format,utterance_count,segmented_word_count,estimated_duration_seconds,segment_text,named_entities,named_entity_handling,safety_level,qc_flags,near_dup_cluster,review_status,source,source_ids,license_class,signer_instruction
VSL_SEG_000525,d01692,train,SIGNER_08,Thời tiết và Mùa,,,standard,dialog_turns,8,73,58,Mùa hè bạn thấy bầu trời thế nào?|Bầu trời mùa hè xanh và sáng chói. Mặt trời chiếu nắng rất gắt.|Buổi trưa mùa hè ra sao?|Buổi trưa nóng nhất trong ngày. Trời oi bức khó chịu.|Bạn làm gì lúc trưa?|Mình ở trong nhà tránh nắng. Mình bật quạt cho mát.|Buổi chiều mùa hè thế nào?|Buổi chiều mát hơn một chút. Có gió biển thổi dễ chịu.,,Tên riêng không có ký hiệu VSL -> đánh vần tay (FS:); nếu có ký hiệu địa phương quy ước thì dùng ký hiệu đó (ghi lại vào phiếu gán gloss).,green,,C0611,qc_pass_pending_human_vsl_review,generated,d01692,synthetic_CC-BY-4.0,"Ký tự nhiên theo nội dung đoạn hội thoại. Dấu '|' đánh dấu ĐỔI LƯỢT người nói (dùng để gán nhãn) — ký liền mạch, không cần dừng hẳn ở '|'. Giữ hai tay, khuôn mặt và thân trên trong khung hình, ánh mắt hướng camera. Với tên riêng chưa có ký hiệu quy ước -> đánh vần tay (FS:)."
VSL_SEG_000526,d01693,train,SIGNER_01,Thời tiết và Mùa,,,standard,dialog_turns,11,74,56,"Bảo thấy thời tiết bây giờ thay đổi không?|Có, thời tiết thay đổi bất thường.|Có khi nóng đột ngột rồi lạnh.|Vì sao thời tiết biến đổi?|Vì khí hậu đang biến đổi.|Trái đất nóng dần lên.|Điều đó ảnh hưởng gì?|Ảnh hưởng đến mùa màng và đời sống.|Có nhiều bão và hạn hán hơn.|Chúng ta nên trồng nhiều cây xanh.|Cần bảo vệ rừng và môi trường.",,Tên riêng không có ký hiệu VSL -> đánh vần tay (FS:); nếu có ký hiệu địa phương quy ước thì dùng ký hiệu đó (ghi lại vào phiếu gán gloss).,green,,C0612,qc_pass_pending_human_vsl_review,generated,d01693,synthetic_CC-BY-4.0,"Ký tự nhiên theo nội dung đoạn hội thoại. Dấu '|' đánh dấu ĐỔI LƯỢT người nói (dùng để gán nhãn) — ký liền mạch, không cần dừng hẳn ở '|'. Giữ hai tay, khuôn mặt và thân trên trong khung hình, ánh mắt hướng camera. Với tên riêng chưa có ký hiệu quy ước -> đánh vần tay (FS:)."
VSL_SEG_000527,d01694,train,SIGNER_07,Thời tiết và Mùa,,,standard,dialog_turns,8,70,58,"Mùa thu có ngày lễ gì không?|Mùa thu có nhiều ngày đặc biệt. Trẻ con được vui chơi và xem múa lân.|Trời mùa thu hợp lễ hội không?|Rất hợp vì trời mát mẻ.|Bạn đi lễ hội mùa thu chưa?|Mình đi rồi, rất vui. Mình xem múa lân và ăn bánh.|Bạn thích lễ hội mùa thu không?|Thời tiết đẹp và không khí vui tươi.",,Tên riêng không có ký hiệu VSL -> đánh vần tay (FS:); nếu có ký hiệu địa phương quy ước thì dùng ký hiệu đó (ghi lại vào phiếu gán gloss).,green,,C0613,qc_pass_pending_human_vsl_review,generated,d01694,synthetic_CC-BY-4.0,"Ký tự nhiên theo nội dung đoạn hội thoại. Dấu '|' đánh dấu ĐỔI LƯỢT người nói (dùng để gán nhãn) — ký liền mạch, không cần dừng hẳn ở '|'. Giữ hai tay, khuôn mặt và thân trên trong khung hình, ánh mắt hướng camera. Với tên riêng chưa có ký hiệu quy ước -> đánh vần tay (FS:)."
VSL_SEG_000528,d01695,train,SIGNER_06,Thời tiết và Mùa,,,standard,dialog_turns,8,75,67,"Khi trời chuyển mùa bạn có bị ốm không?|Có, lúc chuyển mùa mình hay bị ốm. Trời thay đổi đột ngột nên dễ bệnh.|Bạn phòng bệnh thế nào?|Mình mặc đủ ấm và ăn uống đầy đủ. Mình cẩn thận giữ ấm cơ thể.|Mùa nào hay bị ốm nhất?|Mùa đông và lúc chuyển mùa. Trời lạnh dễ bị cảm.|Bạn làm gì khi bị ốm?|Mình nghỉ ngơi và uống thuốc.",,Tên riêng không có ký hiệu VSL -> đánh vần tay (FS:); nếu có ký hiệu địa phương quy ước thì dùng ký hiệu đó (ghi lại vào phiếu gán gloss).,green,,C0614,qc_pass_pending_human_vsl_review,generated,d01695,synthetic_CC-BY-4.0,"Ký tự nhiên theo nội dung đoạn hội thoại. Dấu '|' đánh dấu ĐỔI LƯỢT người nói (dùng để gán nhãn) — ký liền mạch, không cần dừng hẳn ở '|'. Giữ hai tay, khuôn mặt và thân trên trong khung hình, ánh mắt hướng camera. Với tên riêng chưa có ký hiệu quy ước -> đánh vần tay (FS:)."
VSL_SEG_000529,r2_thoitiet_003,train,SIGNER_03,Thời tiết và Mùa,conversation,ngac_nhien,standard,dialog_turns,10,86,64,"Như ơi, hôm qua Mẫu Sơn có mưa đá đấy.|Mưa đá thật à? Mình bất ngờ quá.|Ừ, viên đá to bằng ngón tay cái.|To bằng ngón tay á? Cậu nói lại xem?|Thật mà, đá rơi rào rào trên mái tôn.|Ngạc nhiên thật, giữa mùa hè mà có mưa đá.|Mưa đá thường đến trước cơn dông lớn.|Thế cây cối có bị hỏng không?|Vườn rau bị dập, nhưng nhà cửa vẫn ổn.|Không ngờ thời tiết thay đổi nhanh vậy.",,Tên riêng không có ký hiệu VSL -> đánh vần tay (FS:); nếu có ký hiệu địa phương quy ước thì dùng ký hiệu đó (ghi lại vào phiếu gán gloss).,green,,C0617,qc_pass_pending_human_vsl_review,generated_r2,r2_thoitiet_003,synthetic_CC-BY-4.0,"Ký tự nhiên theo nội dung đoạn hội thoại. Dấu '|' đánh dấu ĐỔI LƯỢT người nói (dùng để gán nhãn) — ký liền mạch, không cần dừng hẳn ở '|'. Giữ hai tay, khuôn mặt và thân trên trong khung hình, ánh mắt hướng camera. Với tên riêng chưa có ký hiệu quy ước -> đánh vần tay (FS:)."
VSL_SEG_000530,r2_thoitiet_004,train,SIGNER_04,Thời tiết và Mùa,conversation,buon_tiec,standard,dialog_turns,9,81,61,"Huy ơi, bão miền Trung vừa vào đêm qua.|Mình biết, mình buồn lắm, quê mình ở Huế.|Nhà cậu có sao không?|Mái tôn bay mất, vườn chuối đổ hết.|Tiếc quá, vườn ấy sắp được thu hoạch mà.|Ừ, bố mình đang dựng lại hàng rào. Nếu cần người phụ thì mình vào giúp nhé.|Cảm ơn cậu, nhưng đường về quê còn ngập.|Buồn thật, mong nước rút nhanh.|Mình cũng mong vậy, tiếc mấy luống rau quá.",,Tên riêng không có ký hiệu VSL -> đánh vần tay (FS:); nếu có ký hiệu địa phương quy ước thì dùng ký hiệu đó (ghi lại vào phiếu gán gloss).,green,,C0618,qc_pass_pending_human_vsl_review,generated_r2,r2_thoitiet_004,synthetic_CC-BY-4.0,"Ký tự nhiên theo nội dung đoạn hội thoại. Dấu '|' đánh dấu ĐỔI LƯỢT người nói (dùng để gán nhãn) — ký liền mạch, không cần dừng hẳn ở '|'. Giữ hai tay, khuôn mặt và thân trên trong khung hình, ánh mắt hướng camera. Với tên riêng chưa có ký hiệu quy ước -> đánh vần tay (FS:)."
VSL_SEG_000531,r2_thoitiet_005,train,SIGNER_03,Thời tiết và Mùa,storytelling,yeu_thich,hard,continuous,14,114,86,"Tôi yêu mùa thu Hà Nội nhất trong năm. Tháng chín, trời xanh, nắng vàng nhẹ. Buổi sáng, gió mát thổi qua hồ Gươm. Lá vàng rơi chậm trên phố cũ. Tôi thích đi bộ dưới hàng cây. Hương hoa sữa thơm khắp con đường. Năm ngoái, tôi đạp xe quanh hồ Tây mỗi chiều. Mặt hồ lặng như tấm gương lớn. Tôi mua cốm xanh gói trong lá sen. Cốm dẻo, thơm hơn xôi thường. Mùa thu ngắn, nhưng tôi yêu từng ngày. Nếu ai đến Hà Nội thì hãy đến vào mùa thu. Tôi mê mùa thu ấy như mê một bài hát. Mỗi năm, tôi lại chờ mùa thu quay về.",,Tên riêng không có ký hiệu VSL -> đánh vần tay (FS:); nếu có ký hiệu địa phương quy ước thì dùng ký hiệu đó (ghi lại vào phiếu gán gloss).,green,,C0619,qc_pass_pending_human_vsl_review,generated_r2,r2_thoitiet_005,synthetic_CC-BY-4.0,"Ký tự nhiên, LIỀN MẠCH cả đoạn (văn bản không có dấu '|'). Kể/hướng dẫn trôi chảy từ đầu đến cuối. Giữ hai tay, khuôn mặt và thân trên trong khung hình, ánh mắt hướng camera. Với tên riêng chưa có ký hiệu quy ước -> đánh vần tay (FS:)."
VSL_SEG_000532,r2_thoitiet_006,train,SIGNER_01,Thời tiết và Mùa,storytelling,so_lo,hard,continuous,14,116,88,"Mùa mưa năm ngoái, tôi về Tây Nguyên thăm bà. Buổi chiều, tôi ra rẫy cà phê một mình. Bỗng mây đen kéo đến rất nhanh. Gió giật mạnh, bụi đỏ bay mù trời. Tôi lo vì đường về còn xa. Sấm nổ lớn, tôi sợ run cả người. Mưa trút xuống như dòng thác. Tôi đang chạy thì thấy một cái chòi canh. Tôi vào chòi trú, tay ôm chặt ba lô. Nước suối bên cạnh dâng nhanh, tôi càng lo. Nếu suối tràn bờ thì tôi không về được. Một giờ sau, mưa nhỏ dần. Chú hàng xóm đi tìm, tôi mừng phát khóc. Từ đó, tôi luôn xem trời trước khi ra rẫy.",,Tên riêng không có ký hiệu VSL -> đánh vần tay (FS:); nếu có ký hiệu địa phương quy ước thì dùng ký hiệu đó (ghi lại vào phiếu gán gloss).,green,,C0620,qc_pass_pending_human_vsl_review,generated_r2,r2_thoitiet_006,synthetic_CC-BY-4.0,"Ký tự nhiên, LIỀN MẠCH cả đoạn (văn bản không có dấu '|'). Kể/hướng dẫn trôi chảy từ đầu đến cuối. Giữ hai tay, khuôn mặt và thân trên trong khung hình, ánh mắt hướng camera. Với tên riêng chưa có ký hiệu quy ước -> đánh vần tay (FS:)."
VSL_SEG_000533,r2_thoitiet_009,train,SIGNER_08,Thời tiết và Mùa,instruction_procedure,ghet_chan,standard,continuous,9,82,62,"Nhiều người ghét mùa nồm Hà Nội vì nhà ướt dính. Sàn nhà chảy nước, ai cũng chán. Hãy làm theo các bước sau cho nhà khô. Hãy đóng kín cửa khi trời đang nồm ẩm. Đừng lau nhà bằng nước, sàn sẽ càng ướt. Hãy lau sàn bằng khăn khô nhiều lần. Nếu có máy hút ẩm thì hãy bật ở phòng ngủ. Nhớ phơi quần áo chỗ có gió nhé. Quần áo ẩm lâu sẽ hôi, khó chịu hơn nhiều.",,Tên riêng không có ký hiệu VSL -> đánh vần tay (FS:); nếu có ký hiệu địa phương quy ước thì dùng ký hiệu đó (ghi lại vào phiếu gán gloss).,green,,C0623,qc_pass_pending_human_vsl_review,generated_r2,r2_thoitiet_009,synthetic_CC-BY-4.0,"Ký tự nhiên, LIỀN MẠCH cả đoạn (văn bản không có dấu '|'). Kể/hướng dẫn trôi chảy từ đầu đến cuối. Giữ hai tay, khuôn mặt và thân trên trong khung hình, ánh mắt hướng camera. Với tên riêng chưa có ký hiệu quy ước -> đánh vần tay (FS:)."
VSL_SEG_000534,r2_thoitiet_010,train,SIGNER_08,Thời tiết và Mùa,classroom_dialogue,buon_tiec,hard,dialog_turns,11,102,76,"Hôm nay lớp học về hạn hán ở đồng bằng sông Cửu Long.|Thưa thầy, hạn hán là gì ạ?|Hạn hán là trời lâu ngày không mưa.|Năm ngoái quê em ruộng nứt nẻ, em buồn lắm.|Thầy cũng tiếc, lúa chết thì bà con mất mùa.|Thưa thầy, nếu hạn kéo dài thì mình làm gì ạ?|Hãy tiết kiệm nước và trữ nước mưa.|Em tiếc cái ao làng, giờ cạn trơ đáy.|Thầy hiểu, mất ao thì cá cũng mất.|Em sẽ nhắc cả nhà dùng nước tiết kiệm.|Rất tốt, thầy khen em biết thương quê mình.",,Tên riêng không có ký hiệu VSL -> đánh vần tay (FS:); nếu có ký hiệu địa phương quy ước thì dùng ký hiệu đó (ghi lại vào phiếu gán gloss).,green,,C0624,qc_pass_pending_human_vsl_review,generated_r2,r2_thoitiet_010,synthetic_CC-BY-4.0,"Ký tự nhiên theo nội dung đoạn hội thoại. Dấu '|' đánh dấu ĐỔI LƯỢT người nói (dùng để gán nhãn) — ký liền mạch, không cần dừng hẳn ở '|'. Giữ hai tay, khuôn mặt và thân trên trong khung hình, ánh mắt hướng camera. Với tên riêng chưa có ký hiệu quy ước -> đánh vần tay (FS:)."
VSL_SEG_000535,r2_thoitiet_012,train,SIGNER_04,Thời tiết và Mùa,classroom_dialogue,so_lo,hard,dialog_turns,11,101,76,"Cả lớp chú ý, hôm nay học cách tránh sét mùa dông.|Thưa thầy, em rất sợ tiếng sấm ạ.|Không sao, biết cách tránh thì bớt sợ.|Thưa thầy, khi có sét mình trốn ở đâu ạ?|Hãy vào nhà, tránh xa cây to giữa đồng.|Nếu đang bơi thì phải làm sao ạ?|Phải lên bờ ngay, nước dẫn điện rất nguy hiểm.|Em lo cho bố em hay đi làm đồng.|Em nhắc bố về sớm trước khi trời chuyển dông.|Em nhớ rồi ạ, em cảm ơn thầy.|Thầy khen em ngoan, biết lo cho gia đình.",,Tên riêng không có ký hiệu VSL -> đánh vần tay (FS:); nếu có ký hiệu địa phương quy ước thì dùng ký hiệu đó (ghi lại vào phiếu gán gloss).,green,"trùng nội bộ với r2_mausac_011: ""Em nhớ rồi ạ, em cảm ơn thầy."" ; OOV 48% > 45%",C0626,qc_pass_pending_human_vsl_review,generated_r2,r2_thoitiet_012,synthetic_CC-BY-4.0,"Ký tự nhiên theo nội dung đoạn hội thoại. Dấu '|' đánh dấu ĐỔI LƯỢT người nói (dùng để gán nhãn) — ký liền mạch, không cần dừng hẳn ở '|'. Giữ hai tay, khuôn mặt và thân trên trong khung hình, ánh mắt hướng camera. Với tên riêng chưa có ký hiệu quy ước -> đánh vần tay (FS:)."
VSL_SEG_000536,r3_thoitiet_001,train,SIGNER_07,Thời tiết và Mùa,interview,gian_buc,hard,dialog_turns,14,124,102,"Thời tiết dạo này tệ quá, ông thấy sao?|Mùa mưa Sài Gòn, nước ngập cao hơn năm ngoái, bực thật.|Nếu mưa mãi thế này thì đường phố hỏng hết.|Ông xử lý nước ngập thế nào?|Tôi dùng máy bơm, nhưng vẫn thấy chán nản.|Nắng Tây Nguyên gắt như lửa, cháy hết cây.|Ông giận vì nắng nóng hay mưa nhiều?|Tôi giận cả hai, thật khó chịu.|Mặt trời chói chang, nóng khủng khiếp.|Nếu nhiệt độ tăng thêm thì mùa màng chết sạch.|Nghe tiếng sấm ầm ầm, thật đáng sợ.|Ông tháo gỡ khó khăn bằng cách nào?|Tôi chỉ biết chờ mong thời tiết dịu lại.|Mùa đông Hà Nội lạnh nhất, tôi ghét cái lạnh này.",,Tên riêng không có ký hiệu VSL -> đánh vần tay (FS:); nếu có ký hiệu địa phương quy ước thì dùng ký hiệu đó (ghi lại vào phiếu gán gloss).,green,,C0627,qc_pass_pending_human_vsl_review,generated_r3_llm,r3_thoitiet_001,synthetic_CC-BY-4.0,"Ký tự nhiên theo nội dung đoạn. Đây là dạng phỏng vấn: tạm dừng nhẹ ở mỗi dấu '|' để phân tách lượt hỏi–đáp. Giữ hai tay, khuôn mặt và thân trên trong khung hình, ánh mắt hướng camera. Với tên riêng chưa có ký hiệu quy ước -> đánh vần tay (FS:)."
VSL_SEG_000537,r3_thoitiet_002,train,SIGNER_01,Thời tiết và Mùa,interview,so_lo,hard,dialog_turns,12,97,76,"Bão miền Trung năm ngoái gây sợ hãi nhiều.|Ông cảm thấy thế nào?|Tôi lo lắng, nhìn nước dâng cao rất nhanh.|Nước tràn vào thôn xóm, thiệt hại nặng nề.|Ngày mai bão lại đến, ông sợ không?|Rất sợ, nhưng tôi vẫn cố trụ lại.|Nhìn cảnh tượng ấy thật kinh khủng.|Tôi thèm những ngày nắng ấm.|Tuy nắng Tây Nguyên gắt nhưng tôi thấy an tâm.|Sau khi bão tan, mọi người thân ái giúp nhau.|Ông tin thời tiết ngày mai ổn định không?|Tôi lo lắm, bầu trời tối sầm.",,Tên riêng không có ký hiệu VSL -> đánh vần tay (FS:); nếu có ký hiệu địa phương quy ước thì dùng ký hiệu đó (ghi lại vào phiếu gán gloss).,green,,C0628,qc_pass_pending_human_vsl_review,generated_r3_llm,r3_thoitiet_002,synthetic_CC-BY-4.0,"Ký tự nhiên theo nội dung đoạn. Đây là dạng phỏng vấn: tạm dừng nhẹ ở mỗi dấu '|' để phân tách lượt hỏi–đáp. Giữ hai tay, khuôn mặt và thân trên trong khung hình, ánh mắt hướng camera. Với tên riêng chưa có ký hiệu quy ước -> đánh vần tay (FS:)."
VSL_SEG_000538,r3_thoitiet_003,train,SIGNER_08,Thời tiết và Mùa,conversation,ngac_nhien,hard,dialog_turns,14,107,82,"Chào Việt, nhìn trời kìa, bất ngờ quá.|Mưa Sài Gòn đang rơi to thật.|Mình ngạc nhiên quá, gió thổi mạnh ghê.|Mình bị ướt hết quần áo rồi.|Mình sợ mưa lớn gây ngập đường.|Mình vừa nhận tin báo có bão.|Hà Nội mùa đông lạnh lắm đúng không?|Đúng, năm ngoái mình được đi chơi đỉnh Mẫu Sơn.|Đỉnh Mẫu Sơn tuyết rơi trắng xoá, đẹp quá.|Thú thật, mình rất sợ lạnh.|Mình thì thích ngắm tuyết rơi.|Cậu xem mấy tấm ảnh tuyết này đi.|Hoa mận nở thơm nức, mình rất mừng.|Trời Sài Gòn bỗng nắng gắt, lạ thật.",,Tên riêng không có ký hiệu VSL -> đánh vần tay (FS:); nếu có ký hiệu địa phương quy ước thì dùng ký hiệu đó (ghi lại vào phiếu gán gloss).,green,,C0629,qc_pass_pending_human_vsl_review,generated_r3_llm,r3_thoitiet_003,synthetic_CC-BY-4.0,"Ký tự nhiên theo nội dung đoạn hội thoại. Dấu '|' đánh dấu ĐỔI LƯỢT người nói (dùng để gán nhãn) — ký liền mạch, không cần dừng hẳn ở '|'. Giữ hai tay, khuôn mặt và thân trên trong khung hình, ánh mắt hướng camera. Với tên riêng chưa có ký hiệu quy ước -> đánh vần tay (FS:)."
VSL_SEG_000539,r3_thoitiet_004,train,SIGNER_03,Thời tiết và Mùa,conversation,ghet_chan,hard,dialog_turns,14,116,81,"Mùa mưa Sài Gòn, mưa nhiều quá, chán ghét.|Vì mưa suốt nên đường ngập, bực mình.|Trời mưa như đổ nước, khó chịu nhất.|Mình ghét thời tiết này quá, Vân ơi.|Mình cũng ngán ngẩm, trời xám xịt cả ngày.|Vì ngập nên mình làm rơi mất cây bút.|Mình lo lắng, đầu óc cứ rối bời.|Mình tìm áo mưa mãi chẳng thấy.|Mưa Sài Gòn còn khó chịu hơn mùa đông Hà Nội.|Mình giận quá, chỉ muốn đi nơi khác.|Nắng Tây Nguyên chắc dễ chịu hơn.|Mình mệt mỏi, chán nản vô cùng.|Cả hai đứa mình đều ghét mưa Sài Gòn nhất.|Trời cứ mưa mãi, thật đáng ghét.",,Tên riêng không có ký hiệu VSL -> đánh vần tay (FS:); nếu có ký hiệu địa phương quy ước thì dùng ký hiệu đó (ghi lại vào phiếu gán gloss).,green,,C0630,qc_pass_pending_human_vsl_review,generated_r3_llm,r3_thoitiet_004,synthetic_CC-BY-4.0,"Ký tự nhiên theo nội dung đoạn hội thoại. Dấu '|' đánh dấu ĐỔI LƯỢT người nói (dùng để gán nhãn) — ký liền mạch, không cần dừng hẳn ở '|'. Giữ hai tay, khuôn mặt và thân trên trong khung hình, ánh mắt hướng camera. Với tên riêng chưa có ký hiệu quy ước -> đánh vần tay (FS:)."
VSL_SEG_000540,r3_thoitiet_007,train,SIGNER_03,Thời tiết và Mùa,instruction_procedure,yeu_thich,hard,continuous,12,111,85,"Mùa đông Hà Nội lạnh, hãy mặc áo len dày nhé. Vì quá thích tuyết Sa Pa nên hãy chuẩn bị đồ ấm. Đừng quên mang theo son dưỡng để môi khỏi nứt nẻ. Hãy mang thật nhiều quà bánh theo đường. Tuy lạnh nhưng hãy mỉm cười thật tươi. Hãy yêu thương thiên nhiên vùng cao. Vì mây trắng đẹp nên hãy chụp thật nhiều ảnh. Hãy cùng nhau đi khám phá núi rừng. Đừng đùa nghịch nhau lúc đang leo núi. Tuy mệt nhưng hãy kiên trì leo lên đỉnh. Hãy nhìn ngắm mây bay, cảm thấy mừng rỡ. Hãy hít sâu không khí trong lành, thật tuyệt vời.",,Tên riêng không có ký hiệu VSL -> đánh vần tay (FS:); nếu có ký hiệu địa phương quy ước thì dùng ký hiệu đó (ghi lại vào phiếu gán gloss).,green,,C0633,qc_pass_pending_human_vsl_review,generated_r3_llm,r3_thoitiet_007,synthetic_CC-BY-4.0,"Ký tự nhiên, LIỀN MẠCH cả đoạn (văn bản không có dấu '|'). Kể/hướng dẫn trôi chảy từ đầu đến cuối. Giữ hai tay, khuôn mặt và thân trên trong khung hình, ánh mắt hướng camera. Với tên riêng chưa có ký hiệu quy ước -> đánh vần tay (FS:)."
VSL_SEG_000541,r3_thoitiet_008,train,SIGNER_07,Thời tiết và Mùa,instruction_procedure,biet_on_xin_loi,hard,continuous,14,113,76,"Xin lỗi vì quên báo mùa mưa Sài Gòn sắp đến. Hãy xem lại lịch để chuẩn bị đồ dùng. Hãy mua áo mưa để che mưa. Hãy sắm ủng cao su để chân luôn khô. Nhớ kiểm tra mái nhà xem có bị dột không. Hãy sửa nhanh mái nhà đang hỏng. Hà Nội mùa đông, hãy mặc thật ấm. Hãy chú ý giữ gìn sức khỏe. Khi trời tạnh, hãy ra ngoài ngắm cảnh. Hãy nhớ chăm tưới cây sau cơn mưa. Đừng quên mang theo quà biếu người thân. Miền Trung có bão, hãy giúp đỡ nhau. Biết ơn mọi người đã giúp đỡ. Xin lỗi vì đã làm phiền.",,Tên riêng không có ký hiệu VSL -> đánh vần tay (FS:); nếu có ký hiệu địa phương quy ước thì dùng ký hiệu đó (ghi lại vào phiếu gán gloss).,green,,C0634,qc_pass_pending_human_vsl_review,generated_r3_llm,r3_thoitiet_008,synthetic_CC-BY-4.0,"Ký tự nhiên, LIỀN MẠCH cả đoạn (văn bản không có dấu '|'). Kể/hướng dẫn trôi chảy từ đầu đến cuối. Giữ hai tay, khuôn mặt và thân trên trong khung hình, ánh mắt hướng camera. Với tên riêng chưa có ký hiệu quy ước -> đánh vần tay (FS:)."
VSL_SEG_000542,r3_thoitiet_009,train,SIGNER_05,Thời tiết và Mùa,instruction_procedure,trung_tinh,hard,continuous,13,117,86,"Mùa mưa Sài Gòn, hãy chuẩn bị áo mưa. Nếu mưa to, hãy trú ẩn an toàn. Nhớ mang ô, kẻo ướt như chuột. Mùa đông Hà Nội lạnh nhất, hãy mặc áo len. Nếu lạnh quá, hãy uống trà gừng ấm. Hãy chuẩn bị thuốc cảm, đừng chủ quan. Khi trời trở lạnh, hãy giữ ấm cổ và chân. Hãy ăn uống đủ chất để tăng sức đề kháng. Nhớ ngủ sớm và nghỉ ngơi hợp lý. Mỗi ngày hãy tập thể dục một chút cho khỏe. Khi thấy mệt, hãy đi khám bác sĩ. Đừng lo lắng, hãy bình tĩnh giữ gìn sức khỏe. Giữ sức khỏe tốt thì niềm vui nhiều hơn nỗi buồn.",,Tên riêng không có ký hiệu VSL -> đánh vần tay (FS:); nếu có ký hiệu địa phương quy ước thì dùng ký hiệu đó (ghi lại vào phiếu gán gloss).,green,,C0635,qc_pass_pending_human_vsl_review,generated_r3_llm,r3_thoitiet_009,synthetic_CC-BY-4.0,"Ký tự nhiên, LIỀN MẠCH cả đoạn (văn bản không có dấu '|'). Kể/hướng dẫn trôi chảy từ đầu đến cuối. Giữ hai tay, khuôn mặt và thân trên trong khung hình, ánh mắt hướng camera. Với tên riêng chưa có ký hiệu quy ước -> đánh vần tay (FS:)."
VSL_SEG_000543,r3_thoitiet_011,train,SIGNER_07,Thời tiết và Mùa,classroom_dialogue,so_lo,hard,dialog_turns,16,129,100,"Cả lớp nhìn ngoài trời xem, gió thổi mạnh quá.|Em sợ bão miền Trung sắp về.|Bão đến, nhà cửa bị gió cuốn bay, lo thật.|Em lo cho gia đình, tim đập nhanh.|Bình tĩnh, tiết học này chúng ta học về mùa.|Em run quá, không tập trung được.|Việt, em đang làm gì vậy?|Em đang lo cho sức khỏe của ông em.|Đừng quá lo lắng, hãy hít sâu.|Em sợ trời trở lạnh ông sẽ mệt.|Đừng lo quá, Việt cứ yên tâm.|Ông em hay đau nhức khi trời lạnh.|Mùa đông Hà Nội lạnh, ông cần mặc ấm.|Em muốn chăm sóc và bảo vệ ông.|Tốt, tinh thần trách nhiệm ấy đáng khen.|Tập trung nhìn bảng, đừng sợ hãi.",,Tên riêng không có ký hiệu VSL -> đánh vần tay (FS:); nếu có ký hiệu địa phương quy ước thì dùng ký hiệu đó (ghi lại vào phiếu gán gloss).,green,,C0637,qc_pass_pending_human_vsl_review,generated_r3_llm,r3_thoitiet_011,synthetic_CC-BY-4.0,"Ký tự nhiên theo nội dung đoạn hội thoại. Dấu '|' đánh dấu ĐỔI LƯỢT người nói (dùng để gán nhãn) — ký liền mạch, không cần dừng hẳn ở '|'. Giữ hai tay, khuôn mặt và thân trên trong khung hình, ánh mắt hướng camera. Với tên riêng chưa có ký hiệu quy ước -> đánh vần tay (FS:)."
VSL_SEG_000544,r3_thoitiet_012,train,SIGNER_03,Thời tiết và Mùa,classroom_dialogue,ngac_nhien,hard,dialog_turns,13,115,88,"Các em nhìn tranh vui về thời tiết đi.|Ôi, tuyết Sa Pa trắng xóa, ngạc nhiên quá!|Tuyết Sa Pa lạnh hơn mùa đông Hà Nội nhiều.|Vì lạnh quá nên mặt thầy đỏ ửng luôn.|Em thật tinh nghịch, thầy bất ngờ đấy.|Tuyết rơi như bông, đẹp nhất trên đời.|Vì bão miền Trung dữ dội nên mọi người lo lắng.|Em đọc báo thấy cơn bão to khủng khiếp.|Cách ví von lạ quá, em làm thầy ngạc nhiên.|Máy tính treo mất rồi, em tiếc quá.|Tập trung nhìn bảng, đừng mải mê máy tính.|Em xin lỗi, em sẽ chú ý hơn.|Giỏi, em hiểu bài nhanh, thầy mừng.",,Tên riêng không có ký hiệu VSL -> đánh vần tay (FS:); nếu có ký hiệu địa phương quy ước thì dùng ký hiệu đó (ghi lại vào phiếu gán gloss).,green,OOV 48% > 45%,C0638,qc_pass_pending_human_vsl_review,generated_r3_llm,r3_thoitiet_012,synthetic_CC-BY-4.0,"Ký tự nhiên theo nội dung đoạn hội thoại. Dấu '|' đánh dấu ĐỔI LƯỢT người nói (dùng để gán nhãn) — ký liền mạch, không cần dừng hẳn ở '|'. Giữ hai tay, khuôn mặt và thân trên trong khung hình, ánh mắt hướng camera. Với tên riêng chưa có ký hiệu quy ước -> đánh vần tay (FS:)."
